,brainid,raw_somaxyz,swc42k_raw_somaxyz,swc42k_raw_somaxyz_dist,swc1891_swcfile,swc1891_raw_somaxyz,swc1891_raw_somaxyz_dist,raw_somaregion,regi_somaxyz,swc42k_regi_somaxyz,regi_somaregion_n671_u32,regi_somaregion,regi_somaregion_n671_u32_check,regi_somaregion_check,swc1891_42kfile
36736,18454,"[22901.822, 11449.854, 5648.565]","[22901.8, 11449.86, 5648.56]",0.0233452350607956,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00135.swc,[22902.016 11449.984  5650.   ],1.4538779178463443,,"[272.627, 171.232, 163.018]","[272.447, 171.172, 163.075]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11450.9_Y_5724.93_Z_2824.28.v3dpbd.swc
36737,18454,"[22267.109, 11484.066, 5875.487]","[22267.2, 11484.06, 5875.48]",0.0914658406187001,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00136.swc,[22270.016 11484.032  5876.   ],2.9521134802028897,,"[282.843, 170.775, 169.518]","[282.665, 170.708, 169.569]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11133.6_Y_5742.03_Z_2937.74.v3dpbd.swc
36738,18454,"[23511.799, 10905.554, 5626.826]","[23511.8, 10905.56, 5626.82]",0.0085440037451421,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00137.swc,[23510.08  10908.096  5639.536],13.075198851259929,,"[270.893, 162.997, 155.052]","[270.712, 162.94, 155.11]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11755.9_Y_5452.78_Z_2813.41.v3dpbd.swc
36739,18454,"[23424.369, 11372.341, 5860.701]","[23424.4, 11372.34, 5860.7]",0.0310322413010537,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00140.swc,[23436.031 11379.008  5864.992],14.101908168755047,,"[281.724, 170.128, 156.047]","[281.545, 170.059, 156.098]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11712.2_Y_5686.17_Z_2930.35.v3dpbd.swc
36740,18454,"[23360.646, 10914.01, 5922.813]","[23360.6, 10914.0, 5922.82]",0.0475920161391766,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00138.swc,[23363.969 10913.984  5922.   ],3.4211071307403227,,"[283.847, 162.603, 155.655]","[283.671, 162.531, 155.707]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11680.3_Y_5457_Z_2961.41.v3dpbd.swc
36742,18454,"[23377.912, 11471.948, 6137.346]","[23378.0, 11471.94, 6137.34]",0.0885663593016203,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00141.swc,[23379.969 11476.48   6144.432],8.659195632389848,,"[294.015, 171.738, 155.989]","[293.831, 171.666, 156.036]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11689_Y_5735.97_Z_3068.67.v3dpbd.swc
36743,18454,"[23999.65, 10886.089, 6362.437]","[23999.6, 10886.08, 6362.44]",0.0508920426028422,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00142.swc,[24004.928 10888.768  6365.216],6.53889639006357,,"[303.368, 163.626, 146.728]","[303.173, 163.558, 146.781]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11999.8_Y_5443.04_Z_3181.22.v3dpbd.swc
36744,18454,"[23432.143, 11207.874, 6463.008]","[23432.2, 11207.88, 6463.0]",0.0578705451855211,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00143.swc,[23446.207 11213.312  6469.04 ],16.240473022666563,,"[308.734, 167.425, 153.598]","[308.529, 167.361, 153.65]",1088,MGm,1088,MGm,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11716.1_Y_5603.94_Z_3231.5.v3dpbd.swc
36745,18454,"[23918.494, 11117.591, 6702.811]","[23918.4, 11117.6, 6702.82]",0.0948577882911948,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00144.swc,[23920.703 11118.016  6707.696],5.378060152137834,,"[321.087, 166.239, 146.429]","[320.858, 166.186, 146.491]",1088,MGm,1088,MGm,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11959.2_Y_5558.8_Z_3351.41.v3dpbd.swc
36776,18454,"[24546.012, 11198.227, 5705.343]","[24546.0, 11198.22, 5705.34]",0.0142126704031838,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_01122.swc,[24544.    11201.024  5714.   ],9.317456841863576,,"[274.463, 168.989, 143.264]","[274.277, 168.923, 143.32]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12273_Y_5599.11_Z_2852.67.v3dpbd.swc
36777,18454,"[24640.986, 11242.935, 5981.289]","[24641.0, 11242.94, 5981.28]",0.0173781471966503,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00146.swc,[24646.271 11260.032  5983.296],18.00740633739329,,"[286.77, 169.991, 141.411]","[286.588, 169.918, 141.457]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12320.5_Y_5621.47_Z_2990.64.v3dpbd.swc
36778,18454,"[24832.826, 11137.991, 6187.728]","[24832.8, 11138.0, 6187.72]",0.0286530975652458,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00147.swc,[24837.377 11145.6    6190.144],9.18942533567806,,"[295.845, 169.213, 138.519]","[295.658, 169.135, 138.562]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12416.4_Y_5569_Z_3093.86.v3dpbd.swc
36779,18454,"[25214.529, 11468.931, 5624.414]","[25214.6, 11468.94, 5624.42]",0.0718192174838435,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00148.swc,[25214.207 11472.128  5627.92 ],4.755683862495804,,"[271.294, 174.27, 136.185]","[271.1, 174.21, 136.247]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12607.3_Y_5734.47_Z_2812.21.v3dpbd.swc
36781,18454,"[25623.252, 10908.148, 5878.932]","[25623.2, 10908.14, 5878.94]",0.0532165387822305,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_01124.swc,[25624.    10910.016  5880.   ],2.2780588227702347,,"[281.979, 166.976, 129.256]","[281.799, 166.91, 129.306]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12811.6_Y_5454.07_Z_2939.47.v3dpbd.swc
36784,18454,"[24239.055, 10161.402, 6658.596]","[24239.0, 10161.4, 6658.6]",0.0551815186456495,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00149.swc,[24251.713 10174.72   6665.936],19.785592940318203,,"[316.629, 152.778, 140.134]","[316.406, 152.725, 140.2]",1079,MGv,1079,MGv,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12119.5_Y_5080.7_Z_3329.3.v3dpbd.swc
36785,18454,"[24314.262, 10038.017, 6799.436]","[24314.2, 10038.02, 6799.44]",0.0622012861584447,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00150.swc,[24324.096 10050.112  6807.344],17.4795035684667,,"[324.113, 150.854, 137.887]","[323.868, 150.804, 137.954]",1079,MGv,1079,MGv,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12157.1_Y_5019.01_Z_3399.72.v3dpbd.swc
36788,18454,"[24085.699, 10759.936, 6624.971]","[24085.6, 10759.94, 6624.98]",0.0994886928268666,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00151.swc,[24093.377 10766.208  6627.904],10.338866330503269,,"[316.176, 161.371, 143.933]","[315.957, 161.315, 143.993]",549,TH,549,TH,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12042.8_Y_5379.97_Z_3312.49.v3dpbd.swc
36789,18454,"[24681.889, 10884.014, 6727.308]","[24681.8, 10884.02, 6727.3]",0.0895600357302367,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00152.swc,[24689.279 10898.176  6739.168],19.895575990656592,,"[321.902, 164.222, 136.985]","[321.676, 164.173, 137.043]",1088,MGm,1088,MGm,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12340.9_Y_5442.01_Z_3363.65.v3dpbd.swc
36791,18454,"[22547.783, 12074.51, 5627.679]","[22547.8, 12074.5, 5627.68]",0.019748417658102,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00154.swc,[22551.615 12083.392  5629.776],9.898058243918776,,"[272.333, 182.043, 168.342]","[272.149, 181.983, 168.399]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11273.9_Y_6037.25_Z_2813.84.v3dpbd.swc
36792,18454,"[22566.307, 12014.315, 5742.04]","[22566.4, 12014.32, 5742.04]",0.093134311615713,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00155.swc,[22570.623 12011.584  5740.992],5.213877731591786,,"[277.448, 180.641, 167.52]","[277.265, 180.577, 167.574]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11283.2_Y_6007.16_Z_2871.02.v3dpbd.swc
36793,18454,"[22896.076, 11893.852, 6078.0]","[22896.0, 11893.86, 6078.0]",0.0764198926990776,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00156.swc,[22894.721 11905.6    6081.536],12.343209671717872,,"[292.121, 178.301, 162.467]","[291.938, 178.231, 162.516]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11448_Y_5946.93_Z_3039.v3dpbd.swc
36794,18454,"[23885.492, 11839.735, 5835.201]","[23885.4, 11839.74, 5835.2]",0.092141195995194,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00157.swc,[23882.816 11840.768  5837.184],3.4871699126937803,,"[281.087, 178.306, 151.784]","[280.904, 178.238, 151.836]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11942.7_Y_5919.87_Z_2917.6.v3dpbd.swc
36795,18454,"[23450.291, 12094.329, 5594.679]","[23450.2, 12094.32, 5594.68]",0.0914494395831064,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00158.swc,[23457.6   12099.392  5602.016],11.527663206389976,,"[270.477, 182.738, 158.302]","[270.29, 182.679, 158.362]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11725.1_Y_6047.16_Z_2797.34.v3dpbd.swc
36796,18454,"[23973.986, 12308.08, 5888.25]","[23974.0, 12308.08, 5888.24]",0.0172046505335726,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00159.swc,[23971.52  12311.872  5893.216],6.717259560267201,,"[284.054, 186.133, 151.507]","[283.869, 186.067, 151.557]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11987_Y_6154.04_Z_2944.12.v3dpbd.swc
36797,18454,"[22185.555, 12773.995, 5822.822]","[22185.6, 12774.0, 5822.82]",0.0453210767726944,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00160.swc,[22192.385 12777.024  5824.208],7.598995788916094,,"[282.136, 194.29, 172.719]","[281.949, 194.223, 172.774]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_11092.8_Y_6387_Z_2911.41.v3dpbd.swc
36798,18454,"[21893.902, 12630.046, 5866.019]","[21894.0, 12630.04, 5866.02]",0.0981885940440192,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00161.swc,[21893.504 12644.48   5867.344],14.500151206107365,,"[284.085, 191.382, 175.67]","[283.899, 191.314, 175.724]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_10947_Y_6315.02_Z_2933.01.v3dpbd.swc
36800,18454,"[24226.252, 11757.853, 5683.333]","[24226.2, 11757.86, 5683.34]",0.0529339210714066,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00162.swc,[24230.271 11764.416  5687.616],8.807350282576836,,"[274.124, 177.344, 148.233]","[273.937, 177.279, 148.29]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12113.1_Y_5878.93_Z_2841.67.v3dpbd.swc
36801,18454,"[24756.025, 11775.701, 5573.624]","[24756.0, 11775.7, 5573.62]",0.0253377189199969,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00163.swc,[24763.584 11779.712  5579.568],10.419104472072926,,"[269.084, 178.304, 142.594]","[268.889, 178.24, 142.659]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12378_Y_5887.85_Z_2786.81.v3dpbd.swc
36803,18454,"[24090.178, 11512.037, 5899.866]","[24090.2, 11512.04, 5899.86]",0.0230000000009686,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00165.swc,[24094.592 11515.776  5901.008],5.896412553409264,,"[283.527, 173.224, 148.569]","[283.345, 173.153, 148.617]",733,VPM,733,VPM,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12045.1_Y_5756.02_Z_2949.93.v3dpbd.swc
36804,18454,"[24345.834, 12497.984, 5579.893]","[24345.8, 12497.98, 5579.9]",0.034942810418987,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00166.swc,[24345.984 12497.792  5582.   ],2.121040546524433,,"[269.995, 189.926, 148.822]","[269.797, 189.87, 148.888]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12172.9_Y_6248.99_Z_2789.95.v3dpbd.swc
36805,18454,"[24608.174, 12565.898, 5600.949]","[24608.2, 12565.9, 5600.94]",0.0275862284498652,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00168.swc,[24605.312 12566.4    5597.936],4.185835281038274,,"[271.174, 191.049, 145.685]","[270.973, 190.994, 145.752]",262,RT,262,RT,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12304.1_Y_6282.95_Z_2800.47.v3dpbd.swc
36806,18454,"[24726.199, 12495.866, 5668.327]","[24726.2, 12495.86, 5668.32]",0.0092736184955215,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00167.swc,[24725.824 12498.432  5669.392],2.8034275449889563,,"[274.406, 189.715, 143.771]","[274.208, 189.658, 143.832]",1092,em,0,,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12363.1_Y_6247.93_Z_2834.16.v3dpbd.swc
36808,18454,"[25155.889, 11142.118, 6979.195]","[25155.8, 11142.12, 6979.2]",0.0891627725005922,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00171.swc,[25160.    11145.6    6981.728],5.953212074167026,,"[337.116, 167.118, 130.937]","[336.842, 167.096, 130.998]",560581563,PIL,560581563,PIL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12577.9_Y_5571.06_Z_3489.6.v3dpbd.swc
36809,18454,"[25422.184, 10687.817, 7135.675]","[25422.2, 10687.82, 7135.68]",0.0170293863657106,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00170.swc,[25427.008 10699.008  7140.992],13.295861987852502,,"[346.822, 159.382, 126.208]","[346.617, 159.331, 126.234]",1079,MGv,1079,MGv,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_12711.1_Y_5343.91_Z_3567.84.v3dpbd.swc
37055,18454,"[8368.014, 14628.679, 4113.595]","[8368.02, 14628.68, 4113.6]",0.0078740078750384,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00174.swc,[ 8369.984 14636.032  4116.   ],7.983203241806572,,"[196.568, 212.941, 361.672]","[196.268, 212.995, 361.781]",952,EPd,952,EPd,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_4184.01_Y_7314.34_Z_2056.8.v3dpbd.swc
37177,18454,"[11387.831, 13270.178, 5394.565]","[11387.84, 13270.18, 5394.56]",0.0104880884814101,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_01130.swc,[11389.312 13270.208  5396.   ],2.062398118695927,,"[267.771, 183.542, 303.35]","[267.576, 183.521, 303.412]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_5693.92_Y_6635.09_Z_2697.28.v3dpbd.swc
37251,18454,"[16450.088, 13224.447, 5323.184]","[16450.08, 13224.44, 5323.18]",0.0113578166899106,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00176.swc,[16444.992 13233.984  5320.992],11.033061633110684,,"[261.315, 196.839, 240.324]","[261.103, 196.787, 240.368]",366,SMT,366,SMT,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_8225.04_Y_6612.22_Z_2661.59.v3dpbd.swc
37252,18454,"[16666.283, 13346.029, 5299.867]","[16666.28, 13346.02, 5299.86]",0.0117898261230249,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_00177.swc,[16674.305 13340.288  5299.008],9.901992021811273,,"[260.18, 199.958, 238.066]","[259.968, 199.904, 238.112]",366,SMT,366,SMT,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_8333.14_Y_6673.01_Z_2649.93.v3dpbd.swc
37511,18454,"[10912.333, 13343.831, 5637.195]","[10912.34, 13343.84, 5637.2]",0.0124498995978221,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_01132.swc,[10920.    13340.032  5638.   ],8.594376940767665,,"[279.036, 181.911, 308.593]","[278.838, 181.878, 308.649]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_5456.17_Y_6671.92_Z_2818.6.v3dpbd.swc
37513,18454,"[11002.757, 13228.515, 5734.143]","[11002.76, 13228.52, 5734.14]",0.0065574385252218,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_01133.swc,[11006.016 13228.032  5734.   ],3.297699046304904,,"[283.149, 179.725, 307.22]","[282.947, 179.691, 307.273]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_5501.38_Y_6614.26_Z_2867.07.v3dpbd.swc
37514,18454,"[11384.723, 13575.958, 5566.257]","[11384.72, 13575.96, 5566.26]",0.0046904157600033,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18454/18454_01134.swc,[11388.032 13576.     5566.   ],3.3192309350201947,,"[276.71, 186.294, 303.109]","[276.508, 186.265, 303.166]",718,VPL,718,VPL,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18454/Img_X_5692.36_Y_6787.98_Z_2783.13.v3dpbd.swc
38156,18455,"[9247.218, 10900.747, 5336.599]","[9247.22, 10900.74, 5336.6]",0.0073484692276188,/PBshare/SEU-ALLEN/Projects/fullNeurons/V2023_01_10/registration/S0_Unregistered//18455/18455_00002.swc,[ 9248.    10906.176  5338.   ],5.661127626188914,,"[265.741, 142.586, 358.188]","[265.61, 142.498, 358.287]",672,CP,672,CP,/PBshare/SEU-ALLEN/Users/yfliu/transtation/Research/platform/micro_environ/data/original/42k_local_morphology_gcoord/50k_0602/18455/Img_X_4623.61_Y_5450.37_Z_2668.3.v3dpbd.swc
